nom,activites,adresse,code_postal,ville,departement,telephone_1,telephone_2,has_email_form,site_web,horaires,moyens_paiement,prestations,produits,zone_intervention,description,siren,siret,code_naf,date_creation,effectif,type_etablissement,note_pj,nb_avis_pj,url_pagesjaunes,date_extraction
Florian Borla,Plombiers,La Saline 44 Ter chemin Eau La Saline 97422 Saint Paul,97422,Saint Paul,974,0692287607,0338149222,non,,Lundi: 07h00 - 16h00 | Mardi: 07h00 - 16h00 | Mercredi: 07h00 - 16h00 | Jeudi: 07h00 - 16h00 | Vendredi: 07h00 - 12h00 | Samedi: Fermé | Dimanche: Fermé,,,,,,799387717,79938771700017,4322A,30 décembre 2013,,Siège,5,,https://www.pagesjaunes.fr/pros/55215759,2026-01-25
Plombier Réunion Service P.R.S,"Dépannage plomberie | Plombiers | Vente, installation de chauffe-eau",25 ruelle Camp Jacquot 97400 Saint Denis,97400,Saint Denis,974,0692533182,0692451858,non,,Lundi: 07h30 - 18h00 | Mardi: 07h30 - 18h00 | Mercredi: 07h30 - 18h00 | Jeudi: 07h30 - 18h00 | Vendredi: 07h30 - 18h00 | Samedi: 07h30 - 12h00 | Dimanche: Fermé,,dépannage de chauffe-eau | dépannage de ballon d'eau chaude | dépannage de sanitaire | dépannage de chasse d'eau | dépannage de fuite d'eau | dépannage de canalisation | changement de chauffe-eau | fuite de robinet | fuite de wc | réparation de chauffe-eau | changement de chasse-d'eau | changement de robinetterie | changement thermostat de chauffe-eau | changement de wc | dépannage de fuite sur robinetterie,,,,,,,,,,,,https://www.pagesjaunes.fr/pros/63755210,2026-01-25
Ek'eau Plomberie,Plombiers,6 Bis chemin Vadivel Bois de Nèfles St Paul 97411 Saint Paul,97411,Saint Paul,974,0692216529,0692669129,non,,Lundi: 07h00 - 19h00 | Mardi: 07h00 - 19h00 | Mercredi: 07h00 - 19h00 | Jeudi: 07h00 - 19h00 | Vendredi: 07h00 - 19h00 | Samedi: 07h00 - 12h00 | Dimanche: Fermé,,dépannage de sanitaire | dépannage de chasse d'eau | débouchage de baignoire | débouchage de lavabo | débouchage d'évier | débouchage de siphon | fuite de douche | fuite de robinet | fuite de wc | fuite d'eau | urgence plomberie | réparation de siphon | réparation de robinet | fuite de baignoire | dépannage de fuite sur robinetterie,,,,,,,,,,,,https://www.pagesjaunes.fr/pros/62262718,2026-01-25
Atom Plomberie Charpente Menuiserie,Plombiers,160 chemin Stéphane 97430 Le Tampon,97430,Le Tampon,974,0692799892,0692038510,oui,,Lundi: 07h00 - 19h00 | Mardi: 07h00 - 19h00 | Mercredi: 07h00 - 19h00 | Jeudi: 07h00 - 19h00 | Vendredi: 07h00 - 19h00 | Samedi: 09h00 - 19h00 | Dimanche: Fermé,"Virement bancaire, Espèces, CB",fuite de robinet | fuite de wc | installation de baignoire | réparation de chauffe-eau | rénovation de salle de bain | installateur de cabine de douche | rénovation de sanitaire | détection de fuite d'eau | plomberie de salle de bain | installation de mitigeur | installateur de sèche-serviette | plomberie en cuivre | pose de canalisation | remplacement de chauffe-eau | installation de sanitaire,cabine de douche | baignoire | douche à l'italienne | chauffe-eau thermodynamique | ballon d'eau chaude | plomberie de sanitaire | robinetterie | wc,,,912715596,91271559600017,4322A,2 mai 2022,,Siège,1,,https://www.pagesjaunes.fr/pros/61673742,2026-01-25
TSC Plomberie SARL,Plombiers,Ravine Des Cabris 4 A chemin Ste Céline Ravine des Cabris 97432 Saint Pierre,97432,Saint Pierre,974,0692562425,0338149222,non,,,,,,,,,,,,,,4,,https://www.pagesjaunes.fr/pros/63323138,2026-01-25
Plomberie Multiservices,Plombiers,4 chemin Cerisiers 97430 Le Tampon,97430,Le Tampon,974,0692821561,0692038510,oui,,Lundi: 07h00 - 15h30 | Mardi: 07h00 - 15h30 | Mercredi: 07h00 - 15h30 | Jeudi: 07h00 - 15h30 | Vendredi: 07h00 - 15h30 | Samedi: Fermé | Dimanche: Fermé,,installation de sanitaire | inspection vidéo de canalisation | installateur de cabine de douche | réparation d'émail de sanitaire | entretien de chauffe-eau | changement de chauffe-eau | rénovation de sanitaire | plomberie de salle de bain | rénovation de salle de bain | plomberie industrielle | réparation de chauffe-eau,,,,808877468,80887746800021,4322A,,3 à 5 salariés,Siège,,,https://www.pagesjaunes.fr/pros/55784258,2026-01-25
Manix Fluide,Plombiers | Énergies renouvelables,16 Bis cité Artisanale 97412 Bras Panon,97412,Bras Panon,974,0262516062,0338149222,non,,Lundi: 09h00 - 17h00 | Mardi: 09h00 - 17h00 | Mercredi: 09h00 - 17h00 | Jeudi: 09h00 - 17h00 | Vendredi: 09h00 - 12h00 | Samedi: Fermé | Dimanche: Fermé,,,,,,441679883,44167988300021,4322A,7 juillet 2001,10 à 19 salariés,Siège,,,https://www.pagesjaunes.fr/pros/08139285,2026-01-25
Plomberie Maillot Patrick,Plombiers,Ste Therese 4 rue Serins 97419 La Possession,97419,La Possession,974,0692140673,0338149222,non,,Lundi: 07h00 - 19h00 | Mardi: 07h00 - 19h00 | Mercredi: 07h00 - 19h00 | Jeudi: 07h00 - 19h00 | Vendredi: 07h00 - 19h00 | Samedi: 07h00 - 19h00 | Dimanche: 07h00 - 19h00,,,,,,345106637,34510663700035,4322A,,,Siège,,,https://www.pagesjaunes.fr/pros/55199741,2026-01-25
Plomberie 430,Plombiers,Pk 12 100 chemin Pétréas 97430 Le Tampon,97430,Le Tampon,974,0692780010,0692038510,non,,,,réparation de fuite | entretien de chauffe-eau | changement de chauffe-eau | réparation de chauffe-eau | plomberie de salle de bain | installateur de cabine de douche | rénovation de salle de bain | installation de sanitaire | rénovation de sanitaire | curage de wc | débouchage de canalisation | entretien de ballon d'eau chaude | entretien de canalisation | entretien de robinetterie | entretien de sanitaire,,,,904050580,90405058000011,4120A,11 octobre 2021,,Siège,,,https://www.pagesjaunes.fr/pros/61463303,2026-01-25
Rv Plomberie,Plombiers,202 rue Edmond Albius 97480 Saint Joseph,97480,Saint Joseph,974,0692321216,0338149222,oui,,Lundi: 07h00 - 16h30 | Mardi: 07h00 - 16h30 | Mercredi: 07h00 - 16h30 | Jeudi: 07h00 - 16h30 | Vendredi: 07h00 - 16h30 | Samedi: Fermé | Dimanche: Fermé,"Espèces, Virement bancaire, CB",rénovation de sanitaire | agencement de salle de bains | installation de lavabo | rénovation de wc | installateur de cabine de douche | installation de baignoire | pose de canalisation | réparation de chauffe-eau | installation de sanitaire | curage de wc | débouchage de canalisation | fuite de wc | pose d'évier | plomberie de salle de bain | entretien de chauffe-eau,,,,827449604,82744960400020,4322A,1 février 2017,0 salarié,Siège,,,https://www.pagesjaunes.fr/pros/56957320,2026-01-25
EPM,Plombiers,16 rue Roger Vidot 97412 Bras Panon,97412,Bras Panon,974,0692090133,0693130857,non,,,,,,,,,,,,,,,,https://www.pagesjaunes.fr/pros/53310374,2026-01-25
Da Silva Dias Plomberie,Plombiers,54 chemin Longanis 97426 Les Trois Bassins,97426,Les Trois Bassins,974,0692177611,0338149222,non,,,,,,,,834918674,83491867400013,4322A,1 février 2018,0 salarié,Siège,5,,https://www.pagesjaunes.fr/pros/57704571,2026-01-25
Plomberie Depanne Express,Plombiers,Ste Clotilde 43 rue Méziaire Guignard Ste Clotilde 97490 Saint Denis,97490,Saint Denis,974,0692651291,0693498535,oui,,Lundi: 07h00 - 17h00 | Mardi: 07h00 - 17h00 | Mercredi: 07h00 - 17h00 | Jeudi: 07h00 - 17h00 | Vendredi: 07h00 - 17h00 | Samedi: 07h00 - 17h00 | Dimanche: Fermé,Photo de ASCBR,,,,,901531152,90153115200014,4322A,19 juillet 2021,,Siège,5,,https://www.pagesjaunes.fr/pros/51752159,2026-01-25
EG Plomberie,Plombiers,12 allée Pagotes Bellemene 97460 Saint Paul,97460,Saint Paul,974,0692883421,0692669129,non,,,,,,,,540034626,54003462600015,4322A,,,Siège,1,,https://www.pagesjaunes.fr/pros/53916898,2026-01-25
Entreprise Clément,Plombiers,la Plaine des Cafres 2 Bis impasse Campanules la Plaine des Cafres 97418 Le Tampon,97418,Le Tampon,974,0692243486,0338149222,non,,Lundi: 07h00 - 18h00 | Mardi: 07h00 - 18h00 | Mercredi: 07h00 - 18h00 | Jeudi: 07h00 - 18h00 | Vendredi: 07h00 - 18h00 | Samedi: 07h00 - 18h00 | Dimanche: Fermé,,,,,,,,,,,,,,https://www.pagesjaunes.fr/pros/54174317,2026-01-25
Clim Passion,,,,,,,,,,,,,,,,,,,,,,5,,,2026-01-25
Greg Plomberie Services,Plombiers | Dépannage plomberie,32 chemin de la Savane 97460 Saint Paul,97460,Saint Paul,974,0692274999,0338149222,oui,,,,,,,,880661392,88066139200014,4322A,18 décembre 2019,1 à 2 salariés,Siège,,,https://www.pagesjaunes.fr/pros/53927785,2026-01-25
Plomberie Depanne Express,Plombiers,Ste Clotilde 43 rue Méziaire Guignard Ste Clotilde 97490 Saint Denis,97490,Saint Denis,974,0692651291,0693498535,non,,Lundi: 07h00 - 17h00 | Mardi: 07h00 - 17h00 | Mercredi: 07h00 - 17h00 | Jeudi: 07h00 - 17h00 | Vendredi: 07h00 - 17h00 | Samedi: 07h00 - 17h00 | Dimanche: Fermé,Photo de ASCBR,,,,,901531152,90153115200014,4322A,19 juillet 2021,,Siège,5,,https://www.pagesjaunes.fr/pros/51752159,2026-01-25
Rv Plomberie,Plombiers,202 rue Edmond Albius 97480 Saint Joseph,97480,Saint Joseph,974,0692321216,0693822833,oui,,Lundi: 07h00 - 16h30 | Mardi: 07h00 - 16h30 | Mercredi: 07h00 - 16h30 | Jeudi: 07h00 - 16h30 | Vendredi: 07h00 - 16h30 | Samedi: Fermé | Dimanche: Fermé,"Espèces, Virement bancaire, CB",rénovation de sanitaire | agencement de salle de bains | installation de lavabo | rénovation de wc | installateur de cabine de douche | installation de baignoire | pose de canalisation | réparation de chauffe-eau | installation de sanitaire | curage de wc | débouchage de canalisation | fuite de wc | pose d'évier | plomberie de salle de bain | entretien de chauffe-eau,,,,827449604,82744960400020,4322A,1 février 2017,0 salarié,Siège,,,https://www.pagesjaunes.fr/pros/56957320,2026-01-25
J B Plomberie Services,Plombiers,St Denis Chaudron 2 allée François Mauriac 97490 Saint Denis,97490,Saint Denis,974,0692856748,0338149222,non,,,Photo de ASCBR,,,,,351764915,35176491500036,4322A,23 août 1989,1 à 2 salariés,Siège,,,https://www.pagesjaunes.fr/pros/06869572,2026-01-25
A.P.M. Aldo Plomberie Maintenance,Plombiers,105 chemin Equerre 97414 Entre Deux,97414,Entre Deux,974,0692745148,0338149222,oui,,,"Espèces, Virement bancaire, Visa, CB, Mastercard",,,,,810598169,81059816900045,0149Z,1 avril 2015,,Siège,1,,https://www.pagesjaunes.fr/pros/55913848,2026-01-25
Mascareigne Plomberie,Plombiers,8 RN2 TERRE ROUGE 8 avenue Gén de Gaulle 97410 Saint Pierre,97410,Saint Pierre,974,0693135692,0693852169,non,,Lundi: 07h00 - 17h00 | Mardi: 07h00 - 17h00 | Mercredi: 07h00 - 17h00 | Jeudi: 07h00 - 17h00 | Vendredi: 07h00 - 17h00 | Samedi: Fermé | Dimanche: Fermé,,rénovation de sanitaire | détection de fuite d'eau | plomberie de salle de bain | rénovation de salle de bain | réparation de chauffe-eau | réparation d'émail de sanitaire | installation de sanitaire | installateur de cabine de douche | changement de chauffe-eau,ballon d'eau chaude,,,813241668,81324166800017,4322A,1 septembre 2015,0 salarié,Siège,,,https://www.pagesjaunes.fr/pros/56161991,2026-01-25
Dominique Dejean,Plombiers,115 rue Moka 97438 Sainte Marie,97438,Sainte Marie,974,0262539050,0338149222,non,,,,entretien de chauffe-eau | installation de sanitaire | détection de fuite d'eau | rénovation de sanitaire | rénovation de salle de bain | entretien de chauffe-eau à gaz | plomberie de salle de bain | changement de chauffe-eau,,,,420273666,42027366600057,4120B,1 octobre 1998,0 salarié,Siège,,,https://www.pagesjaunes.fr/pros/05908564,2026-01-25
Plomberie 430,Plombiers,Pk 12 100 chemin Pétréas 97430 Le Tampon,97430,Le Tampon,974,0692780010,0692038510,oui,,,,réparation de fuite | entretien de chauffe-eau | changement de chauffe-eau | réparation de chauffe-eau | plomberie de salle de bain | installateur de cabine de douche | rénovation de salle de bain | installation de sanitaire | rénovation de sanitaire | curage de wc | débouchage de canalisation | entretien de ballon d'eau chaude | entretien de canalisation | entretien de robinetterie | entretien de sanitaire,,,,904050580,90405058000011,4120A,11 octobre 2021,,Siège,,,https://www.pagesjaunes.fr/pros/61463303,2026-01-25
Société DIJOUX Plomberie neuve et rénovation,Plombiers | Rénovation immobilière,164 route Ravine Sèche 97427 L'Etang Salé,97427,L'Etang Salé,974,0692537103,0338149222,non,,Lundi: 07h00 - 17h00 | Mardi: 07h00 - 17h00 | Mercredi: 07h00 - 17h00 | Jeudi: 07h00 - 17h00 | Vendredi: 07h00 - 17h00 | Samedi: 07h00 - 17h00 | Dimanche: 07h00 - 17h00,"CESU (Chèque Emploi Service Universel), CB, Espèces, Virement bancaire, Chèque, Mastercard, Visa",,,,,893986562,89398656200013,4322A,2 février 2021,,Siège,,,https://www.pagesjaunes.fr/pros/60740665,2026-01-25
Atom Plomberie Charpente Menuiserie,Plombiers,160 chemin Stéphane 97430 Le Tampon,97430,Le Tampon,974,0692799892,0692038510,non,,Lundi: 07h00 - 19h00 | Mardi: 07h00 - 19h00 | Mercredi: 07h00 - 19h00 | Jeudi: 07h00 - 19h00 | Vendredi: 07h00 - 19h00 | Samedi: 09h00 - 19h00 | Dimanche: Fermé,"Virement bancaire, Espèces, CB",fuite de robinet | fuite de wc | installation de baignoire | réparation de chauffe-eau | rénovation de salle de bain | installateur de cabine de douche | rénovation de sanitaire | détection de fuite d'eau | plomberie de salle de bain | installation de mitigeur | installateur de sèche-serviette | plomberie en cuivre | pose de canalisation | remplacement de chauffe-eau | installation de sanitaire,cabine de douche | baignoire | douche à l'italienne | chauffe-eau thermodynamique | ballon d'eau chaude | plomberie de sanitaire | robinetterie | wc,,,912715596,91271559600017,4322A,2 mai 2022,,Siège,1,,https://www.pagesjaunes.fr/pros/61673742,2026-01-25
W Plomberie,Plombiers | Entreprises d'étanchéité,15 chemin Portail 97430 Le Tampon,97430,Le Tampon,974,0383100009,0692971970,oui,,,"Espèces, Chèque, CB, Visa, Mastercard",détection de fuite d'eau | entretien de chauffe-eau | changement de chauffe-eau | réparation de chauffe-eau | plomberie de salle de bain | installateur de cabine de douche | rénovation de salle de bain | installation de sanitaire | rénovation de sanitaire | inspection vidéo de canalisation | curage de wc | débouchage de canalisation | entretien de canalisation | entretien de robinetterie | entretien de sanitaire,plomberie de sanitaire | robinetterie | wc,,,953989670,95398967000013,4322A,3 juillet 2023,,Siège,,,https://www.pagesjaunes.fr/pros/62437675,2026-01-25
P.E.B.,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-25
CONFORT LOISIRS,Plombiers,5 impasse Gaston Doumergue 97430 Le Tampon,97430,Le Tampon,974,0262273353,0692038510,non,,Lundi: 08h30 - 16h30 | Mardi: 08h30 - 16h30 | Mercredi: 08h30 - 16h30 | Jeudi: 08h30 - 16h30 | Vendredi: 08h30 - 16h30 | Samedi: Fermé | Dimanche: Fermé,,plomberie de salle de bain | entretien de chauffe-eau à gaz | installation de sanitaire | installateur de cabine de douche | rénovation de salle de bain | inspection vidéo de canalisation | réparation de chauffe-eau | détection de fuite d'eau | rénovation de sanitaire | entretien de chauffe-eau | changement de chauffe-eau,,,,325463412,32546341200040,4322A,20 juillet 1982,6 à 9 salariés,Siège,,,https://www.pagesjaunes.fr/pros/00576510,2026-01-25
AMT Plomberie,Plombiers,30 chemin Boudous 97426 Les Trois Bassins,97426,Les Trois Bassins,974,0692444363,0338149222,non,,,,,,,,831742465,83174246500022,4322A,16 août 2017,0 salarié,Siège,,,https://www.pagesjaunes.fr/pros/57803797,2026-01-25
P.M.J,Plombiers | Entreprises de bâtiment,1108 route Salazie 97440 Saint André,97440,Saint André,974,0262537725,0338149222,non,,,,installation de sanitaire,,,,487837403,48783740300020,4322A,,1 à 2 salariés,Siège,,,https://www.pagesjaunes.fr/pros/12019412,2026-01-25
Michèle Jullien,Plombiers,7 A impasse Lilas 97429 Petite Ile,97429,Petite Ile,974,0262311898,0338149222,non,,Lundi: 07h00 - 12h00 / 13h30 - 16h00 | Mardi: 07h00 - 12h00 / 13h30 - 16h00 | Mercredi: 07h00 - 12h00 / 13h30 - 16h00 | Jeudi: 07h00 - 12h00 / 13h30 - 16h00 | Vendredi: 07h00 - 12h00 | Samedi: Fermé | Dimanche: Fermé,,,,,,428778096,42877809600027,4322A,1 janvier 2000,10 à 19 salariés,Siège,3,,https://www.pagesjaunes.fr/pros/08383196,2026-01-25
ARTI PLOMBERIE,Plombiers,15 rue Manguiers 97400 Saint Denis,97400,Saint Denis,974,0692730633,0338149222,non,,Lundi: 07h00 - 16h00 | Mardi: 07h00 - 16h00 | Mercredi: 07h00 - 16h00 | Jeudi: 07h00 - 16h00 | Vendredi: 07h00 - 16h00 | Samedi: 07h00 - 16h00 | Dimanche: Fermé,Photo de ASCBR,rénovation de salle de bain | entretien de chauffe-eau | installateur de cabine de douche | rénovation de sanitaire | détection de fuite d'eau | entretien de chauffe-eau à gaz | réparation d'émail de sanitaire | réparation de chauffe-eau | installation de sanitaire | plomberie de salle de bain | plomberie industrielle | changement de chauffe-eau,ballon d'eau chaude | chauffe-eau thermodynamique,,,,,,,,,,,https://www.pagesjaunes.fr/pros/57894575,2026-01-25
Atelier du Plombier O.I,Plombiers,8 rue St Vincent de Paul 97400 Saint Denis,97400,Saint Denis,974,0262461909,0692363756,oui,,,Photo de ASCBR,,,,,523739647,52373964700023,4322A,19 juillet 2010,0 salarié,Siège,5,,https://www.pagesjaunes.fr/pros/54053889,2026-01-25
G.Verbard Energie Solaire Et Plomberie,Plombiers,35 rue Bela Kun 97420 Le Port,97420,Le Port,974,0692674492,0338149222,non,,Lundi: 07h00 - 12h00 / 13h00 - 16h00 | Mardi: 07h00 - 12h00 / 13h00 - 16h00 | Mercredi: 07h00 - 12h00 / 13h00 - 16h00 | Jeudi: 07h00 - 12h00 / 13h00 - 16h00 | Vendredi: 07h00 - 12h00 / 13h00 - 16h00 | Samedi: Fermé | Dimanche: Fermé,,,,,,501426373,50142637300012,4322A,,,Siège,,,https://www.pagesjaunes.fr/pros/52484266,2026-01-25
Plomberie Aménagement Sanitaire,Plombiers,St Gilles Les Bains 181 route St Pierre 97434 Saint Paul,97434,Saint Paul,974,0693506384,0692669129,non,,Lundi: 08h00 - 18h00 | Mardi: 08h00 - 18h00 | Mercredi: 08h00 - 18h00 | Jeudi: 08h00 - 18h00 | Vendredi: 08h00 - 18h00 | Samedi: Fermé | Dimanche: Fermé,,,,,,,,,,,,,,https://www.pagesjaunes.fr/pros/55820516,2026-01-25
Plomberie Dépannage De L'Est,Plombiers,4 rue Card 97470 Saint Benoît,97470,Saint Benoît,974,0692608780,0692808020,non,,,,,,,,353280399,35328039900042,4322A,22 janvier 1990,1 à 2 salariés,Siège,,,https://www.pagesjaunes.fr/pros/55455316,2026-01-25
PSR,Plombiers,820 rue Cambuston 97440 Saint André,97440,Saint André,974,0262126037,0692681709,non,,,,,,,,789185170,78918517000030,4322A,,,Siège,,,https://www.pagesjaunes.fr/pros/54293224,2026-01-25
Atelier du Plombier O.I,Plombiers,8 rue St Vincent de Paul 97400 Saint Denis,97400,Saint Denis,974,0262461909,0693498535,non,,,Photo de ASCBR,,,,,523739647,52373964700023,4322A,19 juillet 2010,0 salarié,Siège,5,,https://www.pagesjaunes.fr/pros/54053889,2026-01-25
ARTI PLOMBERIE,Plombiers,15 rue Manguiers 97400 Saint Denis,97400,Saint Denis,974,0692730633,0338149222,oui,,Lundi: 07h00 - 16h00 | Mardi: 07h00 - 16h00 | Mercredi: 07h00 - 16h00 | Jeudi: 07h00 - 16h00 | Vendredi: 07h00 - 16h00 | Samedi: 07h00 - 16h00 | Dimanche: Fermé,Photo de ASCBR,rénovation de salle de bain | entretien de chauffe-eau | installateur de cabine de douche | rénovation de sanitaire | détection de fuite d'eau | entretien de chauffe-eau à gaz | réparation d'émail de sanitaire | réparation de chauffe-eau | installation de sanitaire | plomberie de salle de bain | plomberie industrielle | changement de chauffe-eau,ballon d'eau chaude | chauffe-eau thermodynamique,,,,,,,,,,,https://www.pagesjaunes.fr/pros/57894575,2026-01-25
Dominique Dejean,Plombiers,115 rue Moka 97438 Sainte Marie,97438,Sainte Marie,974,0262539050,0692766640,non,,,,entretien de chauffe-eau | installation de sanitaire | détection de fuite d'eau | rénovation de sanitaire | rénovation de salle de bain | entretien de chauffe-eau à gaz | plomberie de salle de bain | changement de chauffe-eau,,,,420273666,42027366600057,4120B,1 octobre 1998,0 salarié,Siège,,,https://www.pagesjaunes.fr/pros/05908564,2026-01-25
E.Cli.Pse. EURL,Plombiers,2246 Bis chemin Patelin 97440 Saint André,97440,Saint André,974,0693928057,0692681709,non,,Lundi: 07h00 - 16h00 | Mardi: 07h00 - 16h00 | Mercredi: 07h00 - 16h00 | Jeudi: 07h00 - 16h00 | Vendredi: 07h00 - 16h00 | Samedi: Fermé | Dimanche: Fermé,,,,,,,,,,,,,,https://www.pagesjaunes.fr/pros/53781013,2026-01-25
Da Silva Dias Plomberie,Plombiers,54 chemin Longanis 97426 Les Trois Bassins,97426,Les Trois Bassins,974,0692177611,0692444363,non,,,,,,,,834918674,83491867400013,4322A,1 février 2018,0 salarié,Siège,5,,https://www.pagesjaunes.fr/pros/57704571,2026-01-25
G.Verbard Energie Solaire Et Plomberie,Plombiers,35 rue Bela Kun 97420 Le Port,97420,Le Port,974,0692674492,0262242092,non,,Lundi: 07h00 - 12h00 / 13h00 - 16h00 | Mardi: 07h00 - 12h00 / 13h00 - 16h00 | Mercredi: 07h00 - 12h00 / 13h00 - 16h00 | Jeudi: 07h00 - 12h00 / 13h00 - 16h00 | Vendredi: 07h00 - 12h00 / 13h00 - 16h00 | Samedi: Fermé | Dimanche: Fermé,,,,,,501426373,50142637300012,4322A,,,Siège,,,https://www.pagesjaunes.fr/pros/52484266,2026-01-25
ABC Services,Plombiers,St Gilles Les Bains 32 rue Strombes 97434 Saint Paul,97434,Saint Paul,974,0692606882,0692669129,non,,,,,,,,451493662,45149366200030,4322B,8 janvier 2004,0 salarié,Siège,5,,https://www.pagesjaunes.fr/pros/09613233,2026-01-25
P2S,Plombiers,Zac 2000 19 rue Charles Darwin 97420 Le Port,97420,Le Port,974,0262242092,0338149222,non,,,,,,,,814390381,81439038100014,4673B,2 novembre 2015,10 à 19 salariés,Siège,,,https://www.pagesjaunes.fr/pros/52104109,2026-01-25
PLOMBARIUS,Plombiers,Bellepierre 201 Ter allée Topazes 97400 Saint Denis,97400,Saint Denis,974,0692425610,0338149222,oui,,Lundi: 07h00 - 17h45 | Mardi: 07h00 - 17h45 | Mercredi: 07h00 - 17h45 | Jeudi: 07h00 - 17h45 | Vendredi: 07h00 - 17h45 | Samedi: Fermé | Dimanche: Fermé,Photo de ASCBR,,,,,841925456,84192545600011,4322A,1 septembre 2018,0 salarié,Siège,,,https://www.pagesjaunes.fr/pros/60023175,2026-01-25
SAS PHB,Plombiers | Énergies renouvelables,Frangipanier 1 Porte 9005 42 avenue Jean Albany 97400 Saint Denis,97400,Saint Denis,974,0262711230,0338149222,oui,,Lundi: 07h00 - 12h00 / 13h00 - 16h00 | Mardi: 07h00 - 12h00 / 13h00 - 16h00 | Mercredi: 07h00 - 12h00 / 13h00 - 16h00 | Jeudi: 07h00 - 12h00 / 13h00 - 16h00 | Vendredi: 07h00 - 12h00 / 13h00 - 16h00 | Samedi: Fermé | Dimanche: Fermé,Photo de ASCBR,installateur de cabine de douche | plomberie industrielle | plomberie de salle de bain | rénovation de sanitaire | réparation de chauffe-eau | réparation d'émail de sanitaire | entretien de chauffe-eau | rénovation de salle de bain | installation de sanitaire | changement de chauffe-eau | entretien de chauffe-eau à gaz | détection de fuite d'eau,chauffe-eau thermodynamique | ballon d'eau chaude,,,892135591,89213559100014,7490B,15 décembre 2020,,Siège,,,https://www.pagesjaunes.fr/pros/53807054,2026-01-25
Bourbon Plomberie,Plombiers,28 allée Fluorines 97400 Saint Denis,97400,Saint Denis,974,0692551605,0693498535,non,,Lundi: 07h00 - 16h00 | Mardi: 07h00 - 16h00 | Mercredi: 07h00 - 16h00 | Jeudi: 07h00 - 16h00 | Vendredi: 07h00 - 16h00 | Samedi: Fermé | Dimanche: Fermé,Photo de ASCBR,installation de sanitaire | rénovation de salle de bain | détection de fuite d'eau | plomberie de salle de bain | changement de chauffe-eau | inspection vidéo de canalisation | réparation de chauffe-eau | installateur de cabine de douche | rénovation de sanitaire | entretien de chauffe-eau | plomberie industrielle,ballon d'eau chaude | chauffe-eau thermodynamique,,,793240466,79324046600029,4322A,3 juin 2013,1 à 2 salariés,Siège,1,,https://www.pagesjaunes.fr/pros/54185007,2026-01-25
CONFORT LOISIRS,Plombiers,5 impasse Gaston Doumergue 97430 Le Tampon,97430,Le Tampon,974,0262273353,0338149222,non,,Lundi: 08h30 - 16h30 | Mardi: 08h30 - 16h30 | Mercredi: 08h30 - 16h30 | Jeudi: 08h30 - 16h30 | Vendredi: 08h30 - 16h30 | Samedi: Fermé | Dimanche: Fermé,,plomberie de salle de bain | entretien de chauffe-eau à gaz | installation de sanitaire | installateur de cabine de douche | rénovation de salle de bain | inspection vidéo de canalisation | réparation de chauffe-eau | détection de fuite d'eau | rénovation de sanitaire | entretien de chauffe-eau | changement de chauffe-eau,,,,325463412,32546341200040,4322A,20 juillet 1982,6 à 9 salariés,Siège,,,https://www.pagesjaunes.fr/pros/00576510,2026-01-25
EPM,Plombiers,16 rue Roger Vidot 97412 Bras Panon,97412,Bras Panon,974,0692090133,0338149222,oui,,,,,,,,,,,,,,,,https://www.pagesjaunes.fr/pros/53310374,2026-01-25
Plomberie 430,Plombiers,Pk 12 100 chemin Pétréas 97430 Le Tampon,97430,Le Tampon,974,0692780010,0692038510,non,,,,réparation de fuite | entretien de chauffe-eau | changement de chauffe-eau | réparation de chauffe-eau | plomberie de salle de bain | installateur de cabine de douche | rénovation de salle de bain | installation de sanitaire | rénovation de sanitaire | curage de wc | débouchage de canalisation | entretien de ballon d'eau chaude | entretien de canalisation | entretien de robinetterie | entretien de sanitaire,,,,904050580,90405058000011,4120A,11 octobre 2021,,Siège,,,https://www.pagesjaunes.fr/pros/61463303,2026-01-25
Assistance Jay Plomberie,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-25
P.E.B.,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-25
Renovcanalisation Ocean Indien SAS,Plombiers,4 rue Mazagran 97400 Saint Denis,97400,Saint Denis,974,0693400588,0693498535,non,,,Photo de ASCBR,entretien de canalisation | pose de canalisation,,,,,,,,,,,,https://www.pagesjaunes.fr/pros/56577420,2026-01-25
Autonome,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-25
Jr.P.Oi SARL,Plombiers,Ste Clotilde 32 avenue Georges Brassens 97490 Saint Denis,97490,Saint Denis,974,0692871774,0693498535,non,,Lundi: 07h00 - 12h00 / 13h00 - 16h00 | Mardi: 07h00 - 12h00 / 13h00 - 16h00 | Mercredi: 07h00 - 12h00 / 13h00 - 16h00 | Jeudi: 07h00 - 12h00 / 13h00 - 16h00 | Vendredi: 07h00 - 12h00 | Samedi: Fermé | Dimanche: Fermé,Photo de ASCBR,,,,,808878920,80887892000012,4322A,12 janvier 2015,0 salarié,Siège,,,https://www.pagesjaunes.fr/pros/55809625,2026-01-25
AMT Plomberie,Plombiers,30 chemin Boudous 97426 Les Trois Bassins,97426,Les Trois Bassins,974,0692444363,0338149222,non,,,,,,,,831742465,83174246500022,4322A,16 août 2017,0 salarié,Siège,,,https://www.pagesjaunes.fr/pros/57803797,2026-01-25
