nom,activites,adresse,code_postal,ville,departement,telephone_1,telephone_2,has_email_form,site_web,horaires,moyens_paiement,prestations,produits,zone_intervention,description,siren,siret,code_naf,date_creation,effectif,type_etablissement,note_pj,nb_avis_pj,url_pagesjaunes,date_extraction
Ludop Plomberie,Plombiers,lotissement Moulin A Vent 97231 Le Robert,97231,Le Robert,972,0696253132,0338149222,non,,,,,,,,,,,,,,,,https://www.pagesjaunes.fr/pros/53940472,2026-01-25
Psenr Laussu,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-25
Société Caribéenne de Plomberie SOCAPLOMB,Plombiers,58 lotissement Gondeau Ramedace 97212 Saint Joseph,97212,Saint Joseph,972,0596774155,0338149222,non,,,,,,,,530715499,53071549900014,4322A,,,Siège,,,https://www.pagesjaunes.fr/pros/54029046,2026-01-25
M.E.T Plomberie,Plombiers,R Des Mangles quartier Wallon 97229 Les Trois Ilets,97229,Les Trois Ilets,972,0696265051,0338149222,non,,,,,,,,530454198,53045419800017,4322A,14 mars 2011,0 salarié,Siège,,,https://www.pagesjaunes.fr/pros/54556496,2026-01-25
B. Industries,Plombiers,quartier Batterie 97222 Case Pilote,97222,Case Pilote,972,0696034957,0696918578,non,,,,,,,,521335950,52133595000015,4322A,1 avril 2010,0 salarié,Siège,,,https://www.pagesjaunes.fr/pros/52519093,2026-01-25
Marcel Chardonnet,Plombiers,8 impasse Jasmin 97200 Fort de France,97200,Fort de France,972,0596798498,0338149222,non,,,,,,,,312063258,31206325800023,4322A,,1 à 2 salariés,Siège,,,https://www.pagesjaunes.fr/pros/05860190,2026-01-25
AQUA CONCEPT ENVIRONNEMENT,Plombiers,rue Vivi Jarrin 97213 Gros Morne,97213,Gros Morne,972,0696434105,0696024488,non,,,,,,,,,,,,,,,,https://www.pagesjaunes.fr/pros/54077359,2026-01-25
Martinique Tropical Ameublement,"Plombiers | Meubles de cuisines, de salles de bain",quartier Peters Maillet 97270 Saint Esprit,97270,Saint Esprit,972,0596776480,0338149222,non,,,,,,,,443712518,44371251800010,3102Z,,,Siège,,,https://www.pagesjaunes.fr/pros/08545006,2026-01-25
Laurent Lallement,Plombiers,11 lotissement Aloes 97223 Le Diamant,97223,Le Diamant,972,0696806076,0338149222,non,,,,,,,,,,,,,,,,https://www.pagesjaunes.fr/pros/52236237,2026-01-25
Top Plomberie,Plombiers,27 rue Hardy de St Omer 97232 Le Lamentin,97232,Le Lamentin,972,0696727829,0596574300,non,,,,,,,,894464346,89446434600010,4322A,1 janvier 2021,,Siège,,,https://www.pagesjaunes.fr/pros/57214535,2026-01-25
E.B Plomberie et Travaux Divers,Plombiers,3 Résidence Valinaris Bât Porto quartier Morne Pavillon Gondeau 97232 Le Lamentin,97232,Le Lamentin,972,0696206952,0338149222,non,,,,,,,,934643057,93464305700011,4322A,4 novembre 2024,,Siège,,,https://www.pagesjaunes.fr/pros/63628610,2026-01-25
Jacques Verdant,Plombiers,Chez Duriveau Ens quartier Bel Event 97226 Le Morne Vert,97226,Le Morne Vert,972,0596555908,0696431657,non,,,"Espèces, Chèque",,,,,387845878,38784587800025,4322A,19 juin 1992,0 salarié,Siège,,,https://www.pagesjaunes.fr/pros/50681044,2026-01-25
Sanelec,Plombiers,Ravine Plate 97280 Le Vauclin,97280,Le Vauclin,972,0596743163,0338149222,non,,,,,,,,502544356,50254435600020,9499Z,19 octobre 2007,0 salarié,Siège,,,https://www.pagesjaunes.fr/pros/07380422,2026-01-25
Sani Mat,Plombiers,Bat Cessna Apt 304 lotissement Montgéralde 97200 Fort de France,97200,Fort de France,972,0696404787,0696019872,non,,,,,,,,829037282,82903728200029,4322A,1 mai 2017,,Siège,5,,https://www.pagesjaunes.fr/pros/57478216,2026-01-25
