nom,adresse,telephone,site_web,note,nb_avis,categorie,horaires,ville_recherche,date_extraction,source
Plomberie Dom Rivière salée,"Adresse: Rue Mandela, ZAC de l'Espérance, Rivière-Salée 97215, Martinique",+596596521500,https://plomberiedom.com/,4.3,3,Magasin de matériel de plomberie,,"Le Lamentin, Martinique",2026-01-25T17:10:15.973310,google_maps
tbp plomberie,,+596696401532,,4.3,3,Plombier,,"Le Lamentin, Martinique",2026-01-25T17:10:18.671413,google_maps
Eau Chaude Naturelle,"Adresse: JXC9+M4W, Lot. les Hauts de Californie, Lamentin (Le 97232, Martinique",0596505729,,4.3,3,Plombier,,"Le Lamentin, Martinique",2026-01-25T17:10:20.457663,google_maps
Plomberie & Compagnie,"Adresse: Voie N°7, La Trinité 97220, Martinique",+596696412087,,4.3,3,Plombier,,"Le Lamentin, Martinique",2026-01-25T17:10:23.205009,google_maps
Clérima Vidange Assainissement Martinique,"Adresse: 7 Rue Pois Doux, Robert (Le, Le Robert 97231, Martinique",+596596506666,https://www.clerimavidange.com/,4.9,8,Service d'entretien et de réparation de fosses septiques,,"Le Robert, Martinique",2026-01-25T17:12:27.113664,google_maps
NUBELEC,"Adresse: Quartier Boutaud Le Robert MQ 97231, Le Robert, Martinique",+596696419899,,4.9,8,Électricien,,"Le Robert, Martinique",2026-01-25T17:12:35.228635,google_maps
Plomberie Dom Trinité,"Adresse: 58, rue des Artisans Zac du bac, Trinité 97220, Martinique",+596596300500,https://plomberiedom.com/,4.9,8,Magasin de matériel de plomberie,,"Le Robert, Martinique",2026-01-25T17:12:37.560481,google_maps
Mérine SARL,"Adresse: Four A Chaux, Le Robert 97231, Martinique",+596596651052,https://www.facebook.com/MerineSARL/?utm_source=gmb,4.9,8,Magasin de materiaux de construction,,"Le Robert, Martinique",2026-01-25T17:12:47.936335,google_maps
pac plomberie vidange,"Adresse: 70 Bis Pointe de Jaham – Fonds Batelière, Schoelcher 97233, Martinique",0596615701,http://pacplomberievidange.fr/,4.6,40,Plombier,,"Schoelcher, Martinique",2026-01-25T17:14:38.197773,google_maps
Plomberie Quitman Eurl,"Adresse: Schoelcher 97233, Martinique",0596720863,,4.6,40,Plombier,,"Schoelcher, Martinique",2026-01-25T17:14:41.033980,google_maps
PAC ENVIRONNEMENT BTP,"Adresse: 70 Bis Pointe de Jaham, Fonds Bateliere, Schoelcher 97233, Martinique",+596596615701,https://www.facebook.com/PACENVIRONNEMENTBTP/about,4.6,40,Plombier,,"Schoelcher, Martinique",2026-01-25T17:14:54.275474,google_maps
SMDS (Société Martiniquaise de Distribution et de Services),"Adresse: 97233 Lot. Petit Tamarin, Schoelcher 97233, Martinique",+596596610342,,4.6,40,Plombier,,"Schoelcher, Martinique",2026-01-25T17:15:01.921924,google_maps
Qualiblue Martinique,"Adresse: 4 Rue Vincent Placoly Plateau fofo Schoelcher, 97233, Martinique",+596696720420,https://qualiblue.com/,4.6,40,Services aux entreprises,,"Schoelcher, Martinique",2026-01-25T17:15:06.849433,google_maps
Singamalum Entreprise,"Adresse: Quartier Morne Poirier Bonneville, La Trinité 97220, Martinique",+596696849357,,4.0,4,Plombier,,"Sainte-Marie, Martinique",2026-01-25T17:16:50.042261,google_maps
Excellence Thermique,"Adresse: Gros-Morne 97213, Martinique",+596696963129,,4.0,4,Plombier,,"Sainte-Marie, Martinique",2026-01-25T17:16:54.693199,google_maps
Services Tout en Un,"Adresse: 66 Rue du Temple, Sainte-Marie 97230, Martinique",+596696024488,,4.0,4,Carreleur,,"Sainte-Marie, Martinique",2026-01-25T17:16:56.517502,google_maps
COTTRELL SAINTE-MARIE,"Adresse: 1 Rue du Commerce, Sainte-Marie 97230, Martinique",+596596508181,http://www.cottrell-martinique.fr/Sainte-Marie,4.0,4,Magasin de materiaux de construction,,"Sainte-Marie, Martinique",2026-01-25T17:17:11.214634,google_maps
GF Agencement Services,"Adresse: J344+976, morne pitault, Morne l'Enfer 1, Le François 97240, Martinique",+596696458454,,4.9,8,Plombier,,"Le François, Martinique",2026-01-25T17:18:56.533309,google_maps
Express Plomberie,"Adresse: Quartier, Rte de Grande Savane, Ducos 97224, Martinique",+596696459853,,3.5,2,Plombier,,"Ducos, Martinique",2026-01-25T17:20:38.482379,google_maps
Plomberie Caraibe Ducos,"Adresse: Quartier Cocotte, Ducos 97224, Martinique",+596596772701,http://www.sopsa-plomberie.fr/martinique/plomberie-caraibe-magasin-trinite-ducos-sanitaire-tp-vrd-assainissement,3.5,2,Magasin de matériel de plomberie,,"Ducos, Martinique",2026-01-25T17:20:43.497614,google_maps
Astec-Caraibe,"Adresse: 317 chemin mangot mouchach quartier, Rte de Fond d'Or, Ducos 97224, Martinique",+596696239717,,3.5,2,Plombier,,"Ducos, Martinique",2026-01-25T17:20:45.922251,google_maps
Loriot Jean-Pierre Thomas,"Adresse: Ducos 97224, Martinique",0596562336,,3.5,2,Plombier,,"Ducos, Martinique",2026-01-25T17:20:49.119110,google_maps
Pluie & Vie,"Adresse: 4 Voie de l'espérance, Rivière-Salée 97215, Martinique",+596596606380,http://www.pluie-et-vie.com/,5.0,3,Fournisseur de citernes d'eau de pluie,,"Rivière-Salée, Martinique",2026-01-25T17:22:32.200164,google_maps
DEPSC,"Adresse: 4, 97300 Rue du Château D’Eau, Cayenne, Guyane française",+594694153494,https://www.facebook.com/depsc973/?locale=fr_FR&utm_source=gmb,5.0,1,Travaux généraux,,"Cayenne, Guyane",2026-01-25T17:24:11.413320,google_maps
Plomberie Dom,"Adresse: 1, 97300 Rue Raoul Tanon de Pelissier, Cayenne, Guyane française",+594594250320,https://www.facebook.com/plomberiedomguyane/?locale=fr_FR,5.0,1,Magasin de matériel de plomberie,,"Cayenne, Guyane",2026-01-25T17:24:13.598743,google_maps
Plombeco Guyane,"Adresse: 14 Rue des libéllules, Cayenne 97300, Guyane française",+594594379974,,5.0,1,Plombier,,"Cayenne, Guyane",2026-01-25T17:24:15.688604,google_maps
PCS Plomberie,"Adresse: 24 Cité Mortin, Cayenne 97300, Guyane française",+594594351277,,5.0,1,Plombier,,"Cayenne, Guyane",2026-01-25T17:24:17.763465,google_maps
Plomberie Créa Rénov,"Adresse: Rue fleur d’ébène, Remire-Montjoly 97354, Guyane française",+594694454114,https://www.instagram.com/plomberie_crearenov/,5.0,1,Plombier,,"Cayenne, Guyane",2026-01-25T17:24:20.271539,google_maps
AB Fosse,"Adresse: Angle 1035 Rte de Baduel &, 97300 Imp. Aloés, Cayenne, Guyane française",+594594318998,https://www.abfoss.com/?utm_source=gmb,5.0,1,Plombier,,"Cayenne, Guyane",2026-01-25T17:24:22.821321,google_maps
Distribution En Plomberie Et Sanitaire,"Adresse: ZI Terca - Carrefour du Larivot, Matoury 97351, Guyane française",+594594350989,http://www.sopsa-plomberie.fr/guyane/dps-matoury/magasin-sanitaire-salle-de-bain-cuisine,5.0,1,Magasin de matériel de plomberie,,"Cayenne, Guyane",2026-01-25T17:24:25.327493,google_maps
PLOMBERIE DANTIN,,+594694948209,,5.0,1,Plombier,,"Cayenne, Guyane",2026-01-25T17:24:27.622511,google_maps
SOS Fosse,"Adresse: 339 Cité Jean François, Rue du Cne Bernard, Cayenne 97300, Guyane française",+594694910018,https://www.sos-fosse.fr/,5.0,1,Service d'assainissement,,"Cayenne, Guyane",2026-01-25T17:24:30.694124,google_maps
Home Rénovation Plus,,+594694378710,https://www.facebook.com/profile.php?id=100083301341134,5.0,1,Plombier,,"Cayenne, Guyane",2026-01-25T17:24:33.883115,google_maps
Qualiblue Guyane,"Adresse: 4 lot Calimede route de Cabassou Cayenne, 97300, Guyane française",+594694153494,https://qualiblue.com/,5.0,1,Services aux entreprises,,"Cayenne, Guyane",2026-01-25T17:24:36.362707,google_maps
DOCTEUR PLOMBIER SAS,"Adresse: Residence Lac Almaric, Remire-Montjoly 97354, Guyane française",+594594352651,https://www.docteur-plombier.com/,5.0,1,Plombier,,"Cayenne, Guyane",2026-01-25T17:24:38.657553,google_maps
M.L.N Plomberie,,+594694473423,,5.0,1,Plombier,,"Cayenne, Guyane",2026-01-25T17:24:40.894399,google_maps
Société Guyanaise de Plomberie,"Adresse: 700 A, Chem. Gibelin, Matoury 97351, Guyane française",+594594357613,,5.0,1,Magasin de matériel de plomberie,,"Cayenne, Guyane",2026-01-25T17:24:43.205166,google_maps
SODIGIS DISTRIBUTION,"Adresse: 1 Rue Gilles Behary Laul Sirder Zone industrielle Collery Ouest, 97300, Guyane française",+594594351415,https://www.sodigis-cayenne.fr/,5.0,1,Fournisseur de gaz industriel,,"Cayenne, Guyane",2026-01-25T17:24:45.054182,google_maps
Solution Plomberie & Multiservices,,+594694082859,https://www.instagram.com/spm_973_,5.0,1,Plombier,,"Cayenne, Guyane",2026-01-25T17:24:47.862433,google_maps
Société MultI Travaux (S.M.I.T),"Adresse: 10 Av. Henri Agarande, Cayenne 97300, Guyane française",+594694035334,,5.0,1,Plombier,,"Cayenne, Guyane",2026-01-25T17:24:50.921731,google_maps
Tessa Plomberie,"Adresse: 1 Avenue gustave charlery, Rte de Montabo, 97300, Guyane française",+594694153494,,5.0,1,Magasin de matériel de plomberie,,"Cayenne, Guyane",2026-01-25T17:24:52.756511,google_maps
Sasu dr services,"Adresse: 340 Route Nationale 2, Rondpoint Califourchon Matoury, 97351, Guyane française",+594694957440,https://www.facebook.com/sasudrservices/,4.0,18,Plombier,,"Matoury, Guyane",2026-01-25T17:26:44.482027,google_maps
Caraïbe plomberie,"Adresse: la chaumière, 9 lot les loussais, Matoury 97350, Guyane française",+594694459686,,4.0,18,Plombier,,"Matoury, Guyane",2026-01-25T17:26:47.128151,google_maps
ATF BATISERVICES,"Adresse: 9 Rue Giroflier, Remire-Montjoly 97354, Guyane française",+594694376592,https://www.instagram.com/atfbatiservices?igsh=MTd3N2c0YzA5aXA1dg==,4.0,18,Plombier,,"Matoury, Guyane",2026-01-25T17:26:51.530087,google_maps
DLI PLOMBERIE,"Adresse: 6989 avenue christophe colomb saint laurent du maroni, 97320, Guyane française",+594694491132,,5.0,6,Plombier,,"Saint-Laurent-du-Maroni, Guyane",2026-01-25T17:28:04.426533,google_maps
911 CLIM DEPANNAGE,"Adresse: 1 Rue Thiers, Saint-Laurent-du-Maroni 97320, Guyane française",+594694426917,http://www.911climdepannage.fr/,5.0,6,Fournisseur de systèmes de climatisation,,"Saint-Laurent-du-Maroni, Guyane",2026-01-25T17:28:07.258154,google_maps
Monsieur Clim,"Adresse: Avenue Gaston Monerville 230, Saint-Laurent-du-Maroni 97320, Guyane française",+594694991111,http://www.monsieurclim.gf/,5.0,6,Fournisseur de systèmes de climatisation,,"Saint-Laurent-du-Maroni, Guyane",2026-01-25T17:28:10.198329,google_maps
MAPABAT,"Adresse: 1257 Avenue Gaston Monnerville, Saint-Laurent-du-Maroni 97320, Guyane française",0649096990,,5.0,6,Plombier,,"Saint-Laurent-du-Maroni, Guyane",2026-01-25T17:28:11.974059,google_maps
SAS BAA PLOMBERIE,,+594694294509,,5.0,6,Plombier,,"Saint-Laurent-du-Maroni, Guyane",2026-01-25T17:28:13.877449,google_maps
Plomb' Express Guyane,"Adresse: 15 Rue des Freres Amet, Kourou 97310, Guyane française",+594594323162,,4.7,3,Plombier,,"Kourou, Guyane",2026-01-25T17:29:53.268740,google_maps
POLAR-PRO FRANCE climatisation et plomberie,"Adresse: com/channel/UCHjnpTAZV6koDnBXNp_m97w, 1 Avenue des Frères Kennedy https://www.youtube, Kourou 97310, Guyane française",+594594323162,https://www.facebook.com/POLARPRO973,4.7,3,Service de réparation de systèmes de climatisation,,"Kourou, Guyane",2026-01-25T17:29:55.992674,google_maps
Seid'immo / Plomberie,,+594694006043,https://www.seidimmo.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=12748708477300162677,4.7,3,Plombier,,"Kourou, Guyane",2026-01-25T17:29:57.789666,google_maps
AQUASUN sarl,"Adresse: 4 Lot. Les Alamandas, montjoly 97354, Guyane française",+594694401480,https://aquasun-guyane.fr/,5.0,37,Plombier,,"Rémire-Montjoly, Guyane",2026-01-25T17:31:41.514681,google_maps
PLOMBERIE EXPRESS 974,"Adresse: 119 Rue Lory Les Bas, Saint-Denis 97400, La Réunion",+262693522861,,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:32:42.587750,google_maps
TEDDY DEPANNAGE PLOMBERIE,"Adresse: 9 Rue Mgr Mondon, Saint-Denis 97400, La Réunion",+262693496425,,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:32:44.459685,google_maps
Express Dépannage Plomberie Electricité EDPE,,+262693498535,https://edpe.re/?utm_source=gmb,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:32:46.524077,google_maps
PRO H2O REUNION,,+262692028112,,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:32:49.184808,google_maps
Pro Btp Réunion EURL,"Adresse: 114 Rue Monthyon, Saint-Denis 97400, La Réunion",+262692451858,http://www.pro-btp-reunion.fr/?utm_source=gmb,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:32:52.025503,google_maps
SARL Plomberie Depann Express,"Adresse: 43 Rue Méziaires Guignard, Saint-Denis 97490, La Réunion",+262692651291,,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:32:54.299038,google_maps
JLKY Entreprise,"Adresse: 40 Rue lory les hauts, Saint-Denis 97490, La Réunion",+262692853826,https://www.facebook.com/JLKYentreprise/,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:32:56.565257,google_maps
Plomberie Réunion Distribution (PRD),"Adresse: 11 Rue Pierre Aubert, Saint-Denis 97490, La Réunion",+262262972620,https://www.plomberie-reunion-distribution.com/?utm_source=gmb,5.0,116,Magasin de matériel de plomberie,,"Saint-Denis, La Réunion",2026-01-25T17:32:59.547798,google_maps
Service dépannage plomberie,,+262692427903,https://business.google.com/v/_/AKsrIN0foY_kRqkPXkUtvV2LdZ-bws_56_FopEufozAjNzRxQE1tGw/f027/_?exp=1778401&myads=1,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:33:01.904382,google_maps
W Plomberie Saint-Denis 974,"Adresse: 153 Chem. de la Source, Saint-Denis 97400, La Réunion",+262692971970,https://www.wplomberie.re/,5.0,116,Service d'assainissement,,"Saint-Denis, La Réunion",2026-01-25T17:33:04.485866,google_maps
EDPV,"Adresse: 71 Chemin de L Eveche, Saint-Denis 97400, La Réunion",+262693885948,,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:33:07.747030,google_maps
HAUTE DEFINITION PLOMBERIE,"Adresse: 189 Rue Jules Auber, Saint-Denis 97400, La Réunion",+262692197722,,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:33:09.731095,google_maps
Saidali Hamissi,"Adresse: 9 Av. Des Cocotiers, Saint-Denis 97400, La Réunion",+262693835667,,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:33:12.627633,google_maps
Sobek plomberie 974,,+262693879023,,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:33:14.846829,google_maps
FO-YAM Climatisation,"Adresse: 33 Rue Charles Gounod, Saint-Denis 97400, La Réunion",+262262200286,http://www.foyam.com/,5.0,116,Fournisseur de systèmes de climatisation,,"Saint-Denis, La Réunion",2026-01-25T17:33:18.103542,google_maps
JB Plomberie Service,"Adresse: 2 All. Francois Mauriac, Saint-Denis 97490, La Réunion",+262693522861,,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:33:20.088739,google_maps
SARL ZINGUADE DEPANNAGES,"Adresse: 126, rue Roland Garros, Saint Denis, La Réunion 97400, La Réunion",+262262281417,http://www.sopsa-plomberie.fr/reunion/sopsar-magasin-saint-denis-pierre-le-port-sanitaire-tp-vrd,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:33:27.826242,google_maps
Sopsar,"Adresse: 9 Rue Lislet Geoffroy, ZI du Chaudron, 97490, La Réunion",+262262281417,http://www.sopsa-plomberie.fr/reunion/sopsar-magasin-saint-denis-pierre-le-port-sanitaire-tp-vrd,5.0,116,Magasin de matériel de plomberie,,"Saint-Denis, La Réunion",2026-01-25T17:33:31.479025,google_maps
JH Plomberie,,+262693841973,https://www.jhplomberie974.com/,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:33:36.663975,google_maps
Plombier Saint André La Réunion,,+262692241720,,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:33:38.461387,google_maps
Bastien Plomberie Services,,+262693218990,,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:33:43.186497,google_maps
CB Plomberie _ Dépannage & installations plomberie / Entretiens climatisation,"Adresse: 89 Rue Leconte De Lisle, Saint-Paul 97434, La Réunion",+262693851395,https://www.cbplomberie.re/,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:33:48.594836,google_maps
SOS Fuites 974 - Spécialiste en Recherche de Fuite d'Eau à La Réunion,,+262692722084,http://www.sosfuites974.fr/,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:33:51.684470,google_maps
Godet Frères Plomberie,"Adresse: 103 bis Ligne Chereau, Saint-Paul 97460, La Réunion",+262692478341,,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:33:54.912396,google_maps
Sanitaire Winckel,"Adresse: 4 Chem. Tang-Kwor, Saint-Paul 97411, La Réunion",+262693522861,,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:33:58.063701,google_maps
EMR PLOMBERIE SOLAIRE DEPANNAGE,,+262693843460,,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:34:00.118200,google_maps
AR DEPANNAGE,"Adresse: 2 rue Oscar de Jouvancourt, Saint-Denis 97417, La Réunion",+262692217294,http://www.ardepannage.re/,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:34:02.199526,google_maps
runferwood (plomberie: plombier ),"Adresse: 113 Chem. du Bois de Nèfles, Saint-Leu 97424, La Réunion",+262692365436,,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:34:05.132050,google_maps
AB Sud Plomberie,"Adresse: Piscine de Trois Mares, Le Tampon 97430, La Réunion",+262262715757,http://absudplomberie.com/,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:34:07.271568,google_maps
Plomberie Dépannage JMP EI,"Adresse: 10 Rue du Grand Hôtel, Saint-Paul 97434, La Réunion",+262692329867,http://plomberie-depannage-jmp.re/,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:34:10.078885,google_maps
AJM Plomberie Climatisation,"Adresse: 2 All. Francois Mauriac, Saint-Denis 97490, La Réunion",+262692070000,https://www.ajm-reunion.com/,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:34:12.552717,google_maps
MD plomberie,"Adresse: 55 All. des Étoiles, Saint-Paul 97434, La Réunion",+262692408577,,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:34:15.681766,google_maps
Artisan'eau,,+262692477723,http://artisaneau.re/,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:34:17.731712,google_maps
JL Dépannages,,+262262292949,,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:34:20.486036,google_maps
Reunion Transition,,+262693879693,https://reuniontransition.com/,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:34:22.797298,google_maps
Expert Fuite Réunion | Recherche de fuite d'eau et Plomberie,"Adresse: 9 Chermin Maurie Langlou, Sainte-Marie 97438, La Réunion",+262262072040,https://www.expertfuitereunion.re/,5.0,116,Entrepreneur spécialisé dans la restauration après dégât des eaux,Ouvert 24h/24·Voir plus d'horaires,"Saint-Denis, La Réunion",2026-01-25T17:34:28.632155,google_maps
Leroy Merlin Saint-Louis - La Réunion,"Adresse: Leroy Merlin Saint-Louis, 39 Av. de Toulouse, Saint-Louis 97450, La Réunion",0262381515,https://www.leroymerlin.fr/magasins/saint-louis-reunion.html,5.0,116,Magasin de bricolage,Fermé · Ouvre à 13:00·Voir plus d'horaires,"Saint-Denis, La Réunion",2026-01-25T17:34:30.827567,google_maps
ATELIER LACROIX,"Adresse: 14 Rue de la Guadeloupe, Saint-Denis 97490, La Réunion",+262692592385,https://www.atelierlacroix.re/,5.0,116,Travaux généraux,,"Saint-Denis, La Réunion",2026-01-25T17:34:35.861775,google_maps
PLOMBERIE SANITAIRE NARSOU- PSN,"Adresse: 9 allée des pierres de lunes, Saint-Denis 97400, La Réunion",+262692108920,,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:34:37.776487,google_maps
EFS Electro-froid Sanitaire VMC,"Adresse: 45 Rue Ruisseau des Noirs, Saint-Denis 97400, La Réunion",+262262202992,,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:34:39.628567,google_maps
AJ Dépann Plomberie,"Adresse: 6 T, Chem. Camp Creole, Sainte-Suzanne 97441, La Réunion",+262692478806,,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:34:41.747335,google_maps
KGB plomberie & divers travaux,"Adresse: 6 Rue De La Clinique, Saint-Denis 97490, La Réunion",+262692637917,https://www.facebook.com/profile.php?id=100089242880937,5.0,116,Plombier,,"Saint-Denis, La Réunion",2026-01-25T17:34:44.746895,google_maps
PLOMBERIE DES HAUTS,"Adresse: 7 Imp. des Bananiers, Saint-Paul 97423, La Réunion",+262692088202,https://www.facebook.com/p/Plomberie-des-Hauts-100092385280028/,3.7,3,Plombier,,"Saint-Paul, La Réunion",2026-01-25T17:36:27.622579,google_maps
MC Plomberie,"Adresse: 204 Chem. du Tour des Roches, Saint-Paul 97460, La Réunion",+262693520512,https://mcplomberie974.business.site/?utm_medium=referral&utm_source=gmb,3.7,3,Plombier,,"Saint-Paul, La Réunion",2026-01-25T17:36:30.144471,google_maps
Le Pogam Plomberie,"Adresse: 20 Place du Gral. de Gaulle, Saint-Paul 97460, La Réunion",+262693824784,https://www.lepogamplomberie.fr/,3.7,3,Plombier,,"Saint-Paul, La Réunion",2026-01-25T17:36:36.438199,google_maps
PLOMBERIE SOS COUP DE MAIN,"Adresse: 38 Rte du Vieux Flamboyant, Saint-Paul 97435, La Réunion",+262692363829,https://www.frizbiz.com/fr/profil-mounir-a-bernica,3.7,3,Plombier,,"Saint-Paul, La Réunion",2026-01-25T17:36:45.298000,google_maps
MTS PLOMBERIE 974,,+262693656953,https://mts-plomberie-974.webador.fr/,3.7,3,Plombier,,"Saint-Paul, La Réunion",2026-01-25T17:36:48.475669,google_maps
Margeot Plomberie,,+262693843216,,3.7,3,Plombier,,"Saint-Paul, La Réunion",2026-01-25T17:36:54.039750,google_maps
Ek'eau plomberie,"Adresse: 6bis Chem. Vadivel, Saint-Paul 97411, La Réunion",+262692216529,https://spareau.fr/,3.7,3,Plombier,,"Saint-Paul, La Réunion",2026-01-25T17:36:59.315517,google_maps
Thplomberie,"Adresse: 8bis Av. de Bourbon, Saint-Paul 97424, La Réunion",+262693619637,,3.7,3,Plombier,,"Saint-Paul, La Réunion",2026-01-25T17:37:02.390412,google_maps
L'Atelier de Yan - Artisan plombier,,+262693631686,https://www.facebook.com/share/187tDTNygU/,3.7,3,Plombier,,"Saint-Paul, La Réunion",2026-01-25T17:37:05.181314,google_maps
Run services plomberie électricité,,+262692414177,,3.7,3,Plombier,,"Saint-Paul, La Réunion",2026-01-25T17:37:07.364383,google_maps
DFEC - Détection de Fuites d'Eau avec Caméra à la Réunion,"Adresse: 8 Chem. Valfroy, Saint-Paul 97411, La Réunion",+262692036191,https://detection-fuite-eau.re/,3.7,3,Plombier,,"Saint-Paul, La Réunion",2026-01-25T17:37:09.665760,google_maps
TCPR,,0659400679,https://www.instagram.com/tcpr_974?igsh=d2Z2eHVndzVwdHdn,3.7,3,Plombier,,"Saint-Paul, La Réunion",2026-01-25T17:37:12.425000,google_maps
Maxence Caors Plomberie,"Adresse: Saint-Paul 97435, La Réunion",+262692478341,,3.7,3,Plombier,,"Saint-Paul, La Réunion",2026-01-25T17:37:15.600540,google_maps
DA SILVA DIAS PLOMBERIE,"Adresse: 54 Chem. des Longanis, Les Trois-Bassins 97426, La Réunion",+262692177611,,3.7,3,Plombier,,"Saint-Paul, La Réunion",2026-01-25T17:37:17.956714,google_maps
Plombier974 - Le Tampon - Saint Pierre - dépannage urgent plomberie,"Adresse: 39 Chem. Nassibou, Saint-Pierre 97410, La Réunion",+262692176842,https://www.plombier974.fr/,5.0,171,Plombier,,"Saint-Pierre, La Réunion",2026-01-25T17:38:59.829191,google_maps
Plombier IJY,"Adresse: 26 Rue Raymond Begue, Saint-Pierre 97432, La Réunion",+262692425960,,5.0,171,Plombier,,"Saint-Pierre, La Réunion",2026-01-25T17:39:01.640638,google_maps
Ple.Plomberie.Depannage.,"Adresse: 4 rue pierre joseph, Saint-Pierre 97410, La Réunion",+262693476272,,5.0,171,Plombier,,"Saint-Pierre, La Réunion",2026-01-25T17:39:04.763845,google_maps
AS Plomberie,"Adresse: 24 che, Chem. Terrain D Aviation, 97410, La Réunion",+262693978364,https://www.asplomberie.fr/,5.0,171,Siège social,,"Saint-Pierre, La Réunion",2026-01-25T17:39:06.597295,google_maps
oté plombier,"Adresse: 70 All. Nelson Mandela, Saint-Pierre 97410, La Réunion",+262692939472,,5.0,171,Plombier,,"Saint-Pierre, La Réunion",2026-01-25T17:39:08.554662,google_maps
D.S Plomberie,,+262692426601,https://billdu.me/d-s-plomberie-1,5.0,171,Plombier,,"Saint-Pierre, La Réunion",2026-01-25T17:39:13.523514,google_maps
SARL Réunion Plomberie Pro,"Adresse: 21 Av. Charles Isautier, Saint-Pierre 97410, La Réunion",+262262711074,,5.0,171,Quincaillerie,,"Saint-Pierre, La Réunion",2026-01-25T17:39:15.345684,google_maps
SCP,"Adresse: 3 Rue Des Mimosas, Saint-Pierre 97410, La Réunion",+262693639144,https://www.facebook.com/profile.php?id=61567251715960,5.0,171,Plombier,,"Saint-Pierre, La Réunion",2026-01-25T17:39:17.973320,google_maps
SPRGB,"Adresse: 13 All. des Jujubes, St pierre 97410, La Réunion",+262692145819,,5.0,171,Plombier,,"Saint-Pierre, La Réunion",2026-01-25T17:39:20.496447,google_maps
Plomberie.Com,"Adresse: 3 Imp. Hector Lallemand, Saint-Pierre 97432, La Réunion",+262262599665,https://www.materiel-plomberie-974.re/,5.0,171,Magasin de matériel de plomberie,,"Saint-Pierre, La Réunion",2026-01-25T17:39:23.132756,google_maps
Helder,"Adresse: 72 Rue Benoite Boulard, Saint-Pierre 97410, La Réunion",+262262353252,http://helder.re/,5.0,171,Magasin de matériel de plomberie,,"Saint-Pierre, La Réunion",2026-01-25T17:39:25.350416,google_maps
Intervention Réunion : Plombier étang salé (97427) | Dépannage Urgence,,+262692021352,https://xn--intervention-runion-ozb.my.canva.site/,5.0,171,Plombier,,"Saint-Pierre, La Réunion",2026-01-25T17:39:28.182876,google_maps
Mascareigne plomberie,,+262693135692,,5.0,171,Plombier,,"Saint-Pierre, La Réunion",2026-01-25T17:39:30.834835,google_maps
W Plomberie Travaux VRD,"Adresse: 33 Prom. Des Alizes, Saint-Pierre 97410, La Réunion",+262692971970,,5.0,171,Plombier,,"Saint-Pierre, La Réunion",2026-01-25T17:39:33.619258,google_maps
L’eau mahaveli,"Adresse: 20 Chem. Furcy, Saint-Pierre 97410, La Réunion",+262693538712,,5.0,171,Plombier,,"Saint-Pierre, La Réunion",2026-01-25T17:39:36.093547,google_maps
